Reason,PHate,PostID,Comment
Comment Hate,0.8824201829954363,143659287,비바 청춘
Comment Hate,0.9584366983820668,143659287,아니 그냥 쟤가 연예인 준비한다니 어쩌니 들었는데 방송에서 본적이 없어서 ㅋㅋ
Comment Hate,0.8948521038437659,141860899,스승 기에 눌린 케이스가 저 동네는 많아서 안 말아먹어도 평타치는 거다
Comment Hate,0.9193117567434502,141860899,최현석 보고 국내파따리가 무슨 엘리트인 척 하냐면서 저격했다가 그 잘난 유학파인 니는 왜 업장 차리면 다 조졌느냐 식으로 고로시 세게 당했지
