Reason,PHate,PostID,Comment
Comment Hate,0.890860502249274,155218746,다 뒤져가던 시리즈에 심폐소생술 해달라니까 아크 리액터 꽂아줌 ㅋㅋㅋ
Comment Hate,0.8970680628059801,154814949,그건 뭐임? 맨인블랙음 3편으로 끝인데
