Reason,PHate,Site,PostID,Title,Content,Comments,GalleryID,PostURL,Source,Keyword
Content Hate,0.9136871577361292,ARCALIVE,154879651,주인공에게 차인 멘헤라녀 스토리 만들어줬으면 좋겠다,가발쓰고 렌즈끼고 다른년인척 분신술 하는거지,"세쌍둥이게임이잔아 ||| 유붕이가 밖에서 만들고 온건가... ||| 유붕이한테 차인 유순이(14, 처녀). 유즈소프트 채널에서 복수를 계획하는데... ||| 유순이라는게 성립이 가능한거야? ||| 조선에 한명쯤은 잇을수도잇대 ||| 와왓 ||| 그런겜있으면 바로한다 있을법한데 ||| 부제로 불연속 존재 이런거 하면 재밌지 않을까 ||| 이거 군침돈다 ||| 원화가는 오료를 추천함",유즈소프트,https://arca.live/b/breaking/154879651?target=all&keyword=HD600&p=1,arca,HD600
