Reason,PHate,Site,PostID,Title,Content,Comments,GalleryID,PostURL,Source,Keyword
Content Hate,0.8702152201353627,DCINSIDE,74369,강릉 여행오는 형들,방잘잡아 여기 ㅅㅂ 수건냄새랑 바가지 ㅈㄴ 심해,,travel,https://gall.dcinside.com/board/view/?id=travel&no=74369&s_type=search_subject_memo&s_keyword=강릉 여행&page=1,dc,강릉 여행
