Reason,PHate,PostID,Comment
Comment Hate,0.8983006700197829,149889952,음악 관련 물건은 비쌀수록 못생겨지나..?
Comment Hate,0.8841496053028766,145198747,그럼 헤드폰을 팔까요? 아니면 그냥쓸까요??...
